Volatility 3 Framework 2.28.1

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531840	systemd	1	1	40	0x8e1b07ed7000	AF_NETLINK	RAW	NETLINK_AUDIT	-	2335524979	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd	1	1	69	0x8e1b067c1c00	AF_UNIX	SEQPACKET	-	/run/systemd/coredump	11569	-	-	UNCONNECTED	-
4026531840	systemd	1	1	70	0x8e1b01f82800	AF_UNIX	STREAM	-	/run/systemd/io.systemd.Credentials	11012	-	-	LISTEN	-
4026531840	systemd	1	1	71	0x8e1b06fdd000	AF_NETLINK	RAW	NETLINK_AUDIT	groups:0x00000001	1	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd	1	1	72	0x8e1b01f81400	AF_UNIX	DGRAM	-	/run/systemd/journal/dev-log	11015	-	-	UNCONNECTED	-
4026531840	systemd	1	1	73	0x8e1b01f82c00	AF_UNIX	DGRAM	-	/run/systemd/journal/socket	11016	-	-	UNCONNECTED	-
4026531840	systemd	1	1	74	0x8e1b01f80000	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	11017	-	-	LISTEN	-
4026531840	systemd	1	1	75	0x8e1b01f82000	AF_UNIX	STREAM	-	/run/systemd/oom/io.systemd.ManagedOOM	11018	-	-	LISTEN	-
4026531840	systemd	1	1	76	0x8e1b01f80800	AF_UNIX	SEQPACKET	-	/run/udev/control	11019	-	-	UNCONNECTED	-
4026531840	systemd	1	1	77	0x8e1b06fde000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000001	2760309722	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd	1	1	175	0x8e1b05c6ac00	AF_UNIX	STREAM	-	/run/systemd/io.systemd.ManagedOOM	12200	-	11257	ESTABLISHED	-
4026531840	systemd	1	1	176	0x8e1b06623800	AF_UNIX	DGRAM	-	-	12207	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd	1	1	190	0x8e1b06d6b400	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12304	-	12054	ESTABLISHED	-
4026531840	systemd	1	1	194	0x8e1b05c6bc00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12308	-	11195	ESTABLISHED	-
4026531840	systemd	1	1	195	0x8e1b06621400	AF_UNIX	STREAM	-	/run/systemd/io.systemd.BootControl	14672	-	-	LISTEN	-
4026531840	systemd	1	1	196	0x8e1b05c6a800	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12310	-	11236	ESTABLISHED	-
4026531840	systemd	1	1	202	0x8e1b06d6a000	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13153	-	-	LISTEN	-
4026531840	systemd	1	1	207	0x8e1b06d6a800	AF_UNIX	STREAM	-	/nix/var/nix/daemon-socket/socket	13166	-	-	LISTEN	-
4026531840	systemd	1	1	222	0x8e1b06d6b800	AF_UNIX	STREAM	-	/run/ssh-unix-local/socket	13167	-	-	LISTEN	-
4026531840	systemd	1	1	223	0x8e1b05c60a00	AF_VSOCK	STREAM	-	-	-	-	-	UNCONNECTED	-
4026531840	systemd	1	1	229	0x8e1b06621800	AF_UNIX	STREAM	-	/run/systemd/io.systemd.Hostname	14805	-	-	LISTEN	-
4026531840	systemd	1	1	238	0x8e1b01f81c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	14946	-	14945	ESTABLISHED	-
4026531840	systemd	1	1	256	0x8e1b06623400	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15121	-	15112	ESTABLISHED	-
4026531840	systemd	1	1	270	0x8e1b06622c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	14844	-	14843	ESTABLISHED	-
4026531840	systemd	1	1	276	0x8e1b06d69800	AF_UNIX	STREAM	-		13300	/run/dbus/system_bus_socket	13302	ESTABLISHED	-
4026531840	systemd	1	1	309	0x8e1b067c0800	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	17653	-	16421	ESTABLISHED	-
4026531840	systemd	1	1	325	0x8e1b01f80c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	17006	-	17989	ESTABLISHED	-
4026531840	systemd-journal	372	372	3	0x8e1b06fdd000	AF_NETLINK	RAW	NETLINK_AUDIT	groups:0x00000001	1	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-journal	372	372	4	0x8e1b01f82c00	AF_UNIX	DGRAM	-	/run/systemd/journal/socket	11016	-	-	UNCONNECTED	-
4026531840	systemd-journal	372	372	5	0x8e1b01f80000	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	11017	-	-	LISTEN	-
4026531840	systemd-journal	372	372	6	0x8e1b01f81400	AF_UNIX	DGRAM	-	/run/systemd/journal/dev-log	11015	-	-	UNCONNECTED	-
4026531840	systemd-journal	372	372	10	0x8e1b05c6b800	AF_UNIX	STREAM	-	/run/systemd/journal/io.systemd.journal	11150	-	-	LISTEN	-
4026531840	systemd-journal	372	372	15	0x8e1b05c69800	AF_UNIX	DGRAM	-	-	11153	/run/systemd/notify	11545	UNCONNECTED	-
4026531840	systemd-journal	372	372	19	0x8e1b06622c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	14844	-	14843	ESTABLISHED	-
4026531840	systemd-journal	372	372	20	0x8e1b06d6b400	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12304	-	12054	ESTABLISHED	-
4026531840	systemd-journal	372	372	21	0x8e1b01f81c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	14946	-	14945	ESTABLISHED	-
4026531840	systemd-journal	372	372	22	0x8e1b05c6bc00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12308	-	11195	ESTABLISHED	-
4026531840	systemd-journal	372	372	23	0x8e1b05c6a800	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	12310	-	11236	ESTABLISHED	-
4026531840	systemd-journal	372	372	24	0x8e1b06623400	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	15121	-	15112	ESTABLISHED	-
4026531840	systemd-journal	372	372	25	0x8e1b067c0800	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	17653	-	16421	ESTABLISHED	-
4026531840	systemd-journal	372	372	27	0x8e1b01f80c00	AF_UNIX	STREAM	-	/run/systemd/journal/stdout	17006	-	17989	ESTABLISHED	-
4026531840	systemd-oomd	374	374	1	0x8e1b06d6b000	AF_UNIX	STREAM	-	-	12054	/run/systemd/journal/stdout	12304	ESTABLISHED	-
4026531840	systemd-oomd	374	374	2	0x8e1b06d6b000	AF_UNIX	STREAM	-	-	12054	/run/systemd/journal/stdout	12304	ESTABLISHED	-
4026531840	systemd-oomd	374	374	3	0x8e1b01f82000	AF_UNIX	STREAM	-	/run/systemd/oom/io.systemd.ManagedOOM	11018	-	-	LISTEN	-
4026531840	systemd-oomd	374	374	4	0x8e1b05c69400	AF_UNIX	DGRAM	-	-	11249	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd-oomd	374	374	8	0x8e1b05ea0c00	AF_UNIX	STREAM	-	/run/systemd/oom/io.systemd.ManagedOOM	17072	-	18071	ESTABLISHED	-
4026531840	systemd-oomd	374	374	10	0x8e1b05c6b400	AF_UNIX	STREAM	-	-	11257	/run/systemd/io.systemd.ManagedOOM	12200	ESTABLISHED	-
4026531840	systemd-oomd	374	374	11	0x8e1b06d69400	AF_UNIX	STREAM	-		13163	/run/dbus/system_bus_socket	13299	ESTABLISHED	-
4026531840	systemd-timesyn	392	392	1	0x8e1b05c69000	AF_UNIX	STREAM	-	-	11195	/run/systemd/journal/stdout	12308	ESTABLISHED	-
4026531840	systemd-timesyn	392	392	2	0x8e1b05c69000	AF_UNIX	STREAM	-	-	11195	/run/systemd/journal/stdout	12308	ESTABLISHED	-
4026531840	systemd-timesyn	392	392	3	0x8e1b05c6a400	AF_UNIX	DGRAM	-	-	12318	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd-timesyn	392	392	8	0x8e1b05c68400	AF_UNIX	DGRAM	-	-	12330	-	12331	CONNECTED	-
4026531840	systemd-timesyn	392	392	9	0x8e1b05c68800	AF_UNIX	DGRAM	-	-	12331	-	12330	CONNECTED	-
4026531840	systemd-timesyn	392	392	10	0x8e1b05c6a000	AF_UNIX	DGRAM	-	-	12332	-	12333	CONNECTED	-
4026531840	systemd-timesyn	392	392	11	0x8e1b05c68c00	AF_UNIX	DGRAM	-	-	12333	-	12332	CONNECTED	-
4026531840	systemd-timesyn	392	392	16	0x8e1b06d68c00	AF_UNIX	STREAM	-		13162	/run/dbus/system_bus_socket	13298	ESTABLISHED	-
4026531840	sd-resolve	392	433	1	0x8e1b05c69000	AF_UNIX	STREAM	-	-	11195	/run/systemd/journal/stdout	12308	ESTABLISHED	-
4026531840	sd-resolve	392	433	2	0x8e1b05c69000	AF_UNIX	STREAM	-	-	11195	/run/systemd/journal/stdout	12308	ESTABLISHED	-
4026531840	sd-resolve	392	433	3	0x8e1b05c6a400	AF_UNIX	DGRAM	-	-	12318	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	sd-resolve	392	433	8	0x8e1b05c68400	AF_UNIX	DGRAM	-	-	12330	-	12331	CONNECTED	-
4026531840	sd-resolve	392	433	9	0x8e1b05c68800	AF_UNIX	DGRAM	-	-	12331	-	12330	CONNECTED	-
4026531840	sd-resolve	392	433	10	0x8e1b05c6a000	AF_UNIX	DGRAM	-	-	12332	-	12333	CONNECTED	-
4026531840	sd-resolve	392	433	11	0x8e1b05c68c00	AF_UNIX	DGRAM	-	-	12333	-	12332	CONNECTED	-
4026531840	sd-resolve	392	433	16	0x8e1b06d68c00	AF_UNIX	STREAM	-		13162	/run/dbus/system_bus_socket	13298	ESTABLISHED	-
4026531840	systemd-udevd	404	404	1	0x8e1b05c69c00	AF_UNIX	STREAM	-	-	11236	/run/systemd/journal/stdout	12310	ESTABLISHED	-
4026531840	systemd-udevd	404	404	2	0x8e1b05c69c00	AF_UNIX	STREAM	-	-	11236	/run/systemd/journal/stdout	12310	ESTABLISHED	-
4026531840	systemd-udevd	404	404	3	0x8e1b01f80800	AF_UNIX	SEQPACKET	-	/run/udev/control	11019	-	-	UNCONNECTED	-
4026531840	systemd-udevd	404	404	4	0x8e1b06fde000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000001	2760309722	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-udevd	404	404	5	0x8e1b06620400	AF_UNIX	DGRAM	-	-	12206	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd-udevd	404	404	12	0x8e1b06621c00	AF_UNIX	STREAM	-	/run/udev/io.systemd.Udev	12250	-	-	LISTEN	-
4026531840	systemd-udevd	404	404	14	0x8e1b06622800	AF_UNIX	DGRAM	-		12253	-	-	UNCONNECTED	-
4026531840	dbus-daemon	597	597	1	0x8e1b06622000	AF_UNIX	STREAM	-	-	14843	/run/systemd/journal/stdout	14844	ESTABLISHED	-
4026531840	dbus-daemon	597	597	2	0x8e1b06622000	AF_UNIX	STREAM	-	-	14843	/run/systemd/journal/stdout	14844	ESTABLISHED	-
4026531840	dbus-daemon	597	597	3	0x8e1b06d6a000	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13153	-	-	LISTEN	-
4026531840	dbus-daemon	597	597	6	0x8e1b06d6ac00	AF_UNIX	STREAM	-	-	13294	-	13295	ESTABLISHED	-
4026531840	dbus-daemon	597	597	7	0x8e1b06d69000	AF_UNIX	STREAM	-	-	13295	-	13294	ESTABLISHED	-
4026531840	dbus-daemon	597	597	8	0x8e1b06d6a400	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13298		13162	ESTABLISHED	-
4026531840	dbus-daemon	597	597	9	0x8e1b06d69c00	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13299		13163	ESTABLISHED	-
4026531840	dbus-daemon	597	597	10	0x8e1b06d6bc00	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13302		13300	ESTABLISHED	-
4026531840	dbus-daemon	597	597	11	0x8e1b01f83400	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	13307		15018	ESTABLISHED	-
4026531840	dbus-daemon	597	597	12	0x8e1b05ea2000	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	17071		18069	ESTABLISHED	-
4026531840	systemd-logind	627	627	1	0x8e1b01f81800	AF_UNIX	STREAM	-	-	14945	/run/systemd/journal/stdout	14946	ESTABLISHED	-
4026531840	systemd-logind	627	627	2	0x8e1b01f81800	AF_UNIX	STREAM	-	-	14945	/run/systemd/journal/stdout	14946	ESTABLISHED	-
4026531840	systemd-logind	627	627	3	0x8e1b01f81000	AF_UNIX	DGRAM	-	-	15004	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd-logind	627	627	9	0x8e1b0cd44800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	627	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-logind	627	627	12	0x8e1b0cd42000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	3890563798	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-logind	627	627	13	0x8e1b0a536800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	3129171142	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-logind	627	627	14	0x8e1b0a532000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	2318583099	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-logind	627	627	15	0x8e1b0a55e000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	2390848186	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-logind	627	627	16	0x8e1b01f83000	AF_UNIX	STREAM	-		15018	/run/dbus/system_bus_socket	13307	ESTABLISHED	-
4026531840	systemd-logind	627	627	20	0x8e1b01f83c00	AF_UNIX	STREAM	-	/run/systemd/io.systemd.Login	15028	-	-	LISTEN	-
4026531840	nsncd	669	669	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	669	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	669	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	679	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	679	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	679	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	682	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	682	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	682	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	683	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	683	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	683	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	684	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	684	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	684	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	685	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	685	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	685	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	686	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	686	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	686	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	687	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	687	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	687	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	688	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	688	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	688	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	689	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	689	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	689	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	nsncd	669	690	1	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	690	2	0x8e1b06622400	AF_UNIX	STREAM	-	-	15112	/run/systemd/journal/stdout	15121	ESTABLISHED	-
4026531840	nsncd	669	690	3	0x8e1b06d68000	AF_UNIX	STREAM	-	/var/run/nscd/socket	15383	-	-	LISTEN	-
4026531840	dhcpcd	742	742	3	0x8e1b06623c00	AF_UNIX	DGRAM	-	-	15279	/run/systemd/journal/dev-log	11015	UNCONNECTED	-
4026531840	dhcpcd	742	742	5	0x8e1b06d68400	AF_UNIX	STREAM	-	/var/run/dhcpcd/sock	15451	-	-	LISTEN	-
4026531840	dhcpcd	742	742	7	0x8e1b06d68800	AF_UNIX	STREAM	-	/var/run/dhcpcd/unpriv.sock	15452	-	-	LISTEN	-
4026531840	dhcpcd	742	742	8	0x8e1b0cc0a800	AF_NETLINK	RAW	NETLINK_ROUTE	groups:0x00000555	742	group:0x00000000	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	9	0x8e1b0ca41800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	742	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	dhcpcd	742	742	10	0x8e1b0cc0b800	AF_NETLINK	RAW	NETLINK_ROUTE	-	3056531969	group:0x00000000	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	11	0x8e1b0cc0d800	AF_NETLINK	RAW	NETLINK_GENERIC	-	742	group:0x00000000	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	12	0x8e1b0b992d00	AF_INET	DGRAM	UDP	0.0.0.0	0	0.0.0.0	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	13	0x8e1b01852400	AF_INET	DGRAM	UDP	0.0.0.0	68	0.0.0.0	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	14	0x8e1b0b879400	AF_INET	RAW	UDP	0.0.0.0	17	0.0.0.0	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	16	0x8e1b0b87e140	AF_INET6	RAW	ICMPv6	::	58	::	0	UNCONNECTED	-
4026531840	dhcpcd	742	742	17	0x8e1b0cce6000	AF_PACKET	RAW	-	-	-	-	-	UNCONNECTED	-
4026531840	login	748	748	3	0x8e1b067c2000	AF_UNIX	DGRAM	-	-	16961	/run/systemd/journal/dev-log	11015	UNCONNECTED	-
4026531840	sshd	768	768	1	0x8e1b067c0000	AF_UNIX	STREAM	-	-	16421	/run/systemd/journal/stdout	17653	ESTABLISHED	-
4026531840	sshd	768	768	2	0x8e1b067c0000	AF_UNIX	STREAM	-	-	16421	/run/systemd/journal/stdout	17653	ESTABLISHED	-
4026531840	sshd	768	768	6	0x8e1b0cbf3f00	AF_INET	STREAM	TCP	0.0.0.0	22	0.0.0.0	0	LISTEN	-
4026531840	sshd	768	768	7	0x8e1b0e875580	AF_INET6	STREAM	TCP	::	22	::	0	LISTEN	-
4026531840	systemd	831	831	1	0x8e1b01f83800	AF_UNIX	STREAM	-	-	17989	/run/systemd/journal/stdout	17006	ESTABLISHED	-
4026531840	systemd	831	831	2	0x8e1b01f83800	AF_UNIX	STREAM	-	-	17989	/run/systemd/journal/stdout	17006	ESTABLISHED	-
4026531840	systemd	831	831	3	0x8e1b06620800	AF_UNIX	DGRAM	-	-	18038	/run/systemd/journal/socket	11016	UNCONNECTED	-
4026531840	systemd	831	831	10	0x8e1b05ea1800	AF_UNIX	STREAM	-	/run/user/0/bus	18078	-	-	LISTEN	-
4026531840	systemd	831	831	17	0x8e1b05ed9000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	831	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd	831	831	18	0x8e1b06621000	AF_UNIX	DGRAM	-	/run/user/0/systemd/notify	18061	-	-	UNCONNECTED	-
4026531840	systemd	831	831	19	0x8e1b06620000	AF_UNIX	DGRAM	-	-	18062	-	18063	CONNECTED	-
4026531840	systemd	831	831	20	0x8e1b06620c00	AF_UNIX	DGRAM	-	-	18063	-	18062	CONNECTED	-
4026531840	systemd	831	831	21	0x8e1b06623000	AF_UNIX	DGRAM	-	-	18064	-	18065	CONNECTED	-
4026531840	systemd	831	831	22	0x8e1b01f82400	AF_UNIX	DGRAM	-	-	18065	-	18064	CONNECTED	-
4026531840	systemd	831	831	23	0x8e1b05ea3000	AF_UNIX	DGRAM	-	-	18066	-	18067	CONNECTED	-
4026531840	systemd	831	831	24	0x8e1b05ea3400	AF_UNIX	DGRAM	-	-	18067	-	18066	CONNECTED	-
4026531840	systemd	831	831	25	0x8e1b05ea2c00	AF_UNIX	STREAM	-	/run/user/0/systemd/private	18068	-	-	LISTEN	-
4026531840	systemd	831	831	26	0x8e1b05ea0000	AF_UNIX	STREAM	-		18069	/run/dbus/system_bus_socket	17071	ESTABLISHED	-
4026531840	systemd	831	831	28	0x8e1b05ea0800	AF_UNIX	STREAM	-	/run/user/0/systemd/io.systemd.Manager	18070	-	-	LISTEN	-
4026531840	systemd	831	831	29	0x8e1b05ea0400	AF_UNIX	STREAM	-	-	18071	/run/systemd/oom/io.systemd.ManagedOOM	17072	ESTABLISHED	-
4026531840	(sd-pam)	833	833	1	0x8e1b01f83800	AF_UNIX	STREAM	-	-	17989	/run/systemd/journal/stdout	17006	ESTABLISHED	-
4026531840	(sd-pam)	833	833	2	0x8e1b01f83800	AF_UNIX	STREAM	-	-	17989	/run/systemd/journal/stdout	17006	ESTABLISHED	-
4026531840	(sd-pam)	833	833	7	0x8e1b01f80400	AF_UNIX	DGRAM	-	-	18027	/run/systemd/journal/dev-log	11015	UNCONNECTED	-
4026531840	(sd-pam)	833	833	325	0x8e1b067c1000	AF_UNIX	DGRAM	-	-	11549	-	11548	CONNECTED	-
4026531840	(sd-pam)	833	833	326	0x8e1b067c3400	AF_UNIX	DGRAM	-	-	11551	-	11550	CONNECTED	-
